image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
sev_ra_550, R9, f47e48b9-177d-47e4-bf2e-6184f38ed9a7, 0.30201223, 0.29163057, 0.059344467, 9.600975E-4, 310.14804386987703, 0.05183766, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_550, R8, 40d9199d-a367-4662-8264-e76d22e5fde7, 4.224961, 0.84457886, 0.24534872, 0.001466642, 197.75200817127796, 0.01759338, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_550, R7, 9669809d-cb47-47bd-87ca-722502722f9a, 1.7921388, 0.8318977, 0.08619826, 3.5569855E-4, 201.62812686488186, 0.014540603, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_550, R6, f180955e-13e3-473d-91f8-813af3df3a31, 0.77216244, 0.4528392, 0.025795791, 7.311356E-5, 189.59472690591008, 0.010461921, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_550, R5, 481376d6-55f4-4bec-b240-2eb30fe9ec03, 1.660887, 0.836751, 0.08320589, 4.1023592E-4, 132.9576508363838, 0.014413648, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_550, R4, 2bd8edb8-fdaa-4d09-a9be-c7b77ac0daf6, 0.85567504, 0.63961285, 0.029425442, 8.323301E-5, 266.8172418130461, 0.011126194, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_550, R3, 3491ebd1-7856-493a-91d0-4f7eebf8945f, 0.36127216, 0.32817227, 0.011836717, 3.156357E-5, 279.0777045807858, 0.010803083, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_550, R2, 2f99d024-0558-40b3-a290-7fc5e2c5d378, 0.04839611, 0.04839611, 0.0026135715, 1.1806399E-5, 316.26330347908623, 0.016932793, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_550, R1, 895babe0-11c6-4678-a59a-01d9eb629227, 0.5711195, 0.40313908, 0.029077891, 1.365709E-4, 238.74841549433862, 0.015034225, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
