image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
sev_ra_499, R45, cebf62dc-b87a-4afb-ba54-f8ad11e75bd6, 0.23481274, 0.22476918, 0.020682065, 1.5496058E-4, 242.2341615561196, 0.028634822, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R44, acd834fb-6635-4713-8a01-5a0d1fe1d0d2, 0.3110499, 0.28688282, 0.018783418, 9.201449E-5, 339.0583494943301, 0.019017844, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R43, e6b19460-ff70-48de-a366-fd7172c51159, 0.43320855, 0.41322356, 0.03318348, 2.4469767E-4, 295.89204571346977, 0.025130214, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R42, dff19bf2-5d41-4b55-a8fe-5cbd923469b7, 0.08286771, 0.08286771, 0.0061089755, 3.769584E-5, 99.1282088207417, 0.023276296, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R41, 8ecadbe9-16c1-4183-8734-0046a1a1a233, 0.77576745, 0.75990826, 0.11789198, 0.001793039, 173.0863782480427, 0.045260057, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R40, 8dd57e68-3db2-42e0-b3a3-fb36ac9d78d8, 0.28503472, 0.26050907, 0.02386243, 1.8898956E-4, 121.50248103216694, 0.027191428, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R39, 88f1e2ff-228b-4749-9858-f028ac26a38b, 1.0106403, 0.22660139, 0.05778895, 2.7031076E-4, 208.40543671034038, 0.017634986, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R38, c54f3cff-1349-4b5d-918d-36e607507f3e, 0.4414516, 0.3561928, 0.041764572, 3.1729857E-4, 55.26556383890398, 0.028890228, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R37, 83573d45-fd53-42f1-aca7-a73f2ed58f10, 0.15959679, 0.15959679, 0.018054096, 1.6395425E-4, 52.53227239722661, 0.03597971, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R36, 8e9d84d6-4eed-4a2d-b28d-4b020e51e102, 0.7823791, 0.52819955, 0.040581178, 1.8568062E-4, 219.69054846460224, 0.017216723, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R35, 71585c93-c819-4866-b2f9-4cdb8c271b32, 0.085655935, 0.085655935, 0.008515531, 6.743439E-5, 206.579126088549, 0.031634215, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R34, b86eb0d2-0191-4090-a9b6-fc996a932dd3, 3.940391, 2.913474, 0.34157482, 0.0026726755, 154.48520498697007, 0.026272705, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R33, b7f1777b-c72e-4ca8-a6d3-2766fb2fe0ac, 7.6195536, 6.718478, 0.60848176, 0.0044547063, 138.31676752333755, 0.024892915, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R32, 63fe583d-38f9-4a38-b797-1b641ec1b1a3, 0.15232544, 0.15199623, 0.010971044, 6.4150016E-5, 134.5442901201994, 0.025052322, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R31, 90b8d290-32db-4b4e-abb4-de47be5c862a, 0.13277976, 0.12562476, 0.005962078, 2.199712E-5, 32.19365269055905, 0.014737841, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R30, a446c61d-426d-4d7e-b580-5a78232d5557, 0.6560224, 0.57811755, 0.048095047, 2.9868263E-4, 176.46856498162796, 0.023418102, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R29, a35323f1-7d90-4d06-b4b9-76dbf2a142c1, 7.422559, 6.7990804, 0.50159764, 0.0028727278, 287.12637217797214, 0.021522934, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R28, 9c5028d5-9213-44b3-948b-3137b1f69183, 0.083763026, 0.083763026, 0.004983145, 2.3665174E-5, 101.22605361298693, 0.018931175, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R27, f34cbcf3-cba2-4a50-8719-c8b52e4dc782, 0.055137016, 0.055137016, 0.0034811643, 1.7744795E-5, 47.60421577898155, 0.020001387, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R26, 82f14db2-eaef-4040-acd1-e0dae0c7a1a7, 0.19756217, 0.13242704, 0.01623348, 1.12732734E-4, 78.9390848795328, 0.028063446, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R25, d7711aa7-3b04-43f8-941a-4d633438a5fb, 0.07577901, 0.07577901, 0.009074825, 8.739791E-5, 344.5057532064954, 0.03754912, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R24, 992fc8e1-244c-4fa8-8269-89f6c78afcd8, 0.10881398, 0.1085876, 0.0126954345, 1.2201339E-4, 205.85016731919023, 0.0357185, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R23, 2275c101-f8e5-46e4-8916-00e5caaddb73, 0.13003306, 0.115986966, 0.012506362, 9.697854E-5, 206.80028761387402, 0.03242893, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R22, 7731447d-7f41-43e8-a3e4-f2f288a15f5d, 1.64714, 1.2762536, 0.11708597, 7.3867483E-4, 119.5051561339368, 0.022086056, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R21, 20ba3433-5b62-4af6-8445-0910cc01f286, 0.33243045, 0.28746367, 0.023278117, 1.3777305E-4, 269.221605004674, 0.021227906, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R20, e66df05a-52e7-4b66-a608-f23038dba9a7, 0.27170554, 0.14859799, 0.017810531, 1.09388566E-4, 192.5827024413589, 0.022774197, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R19, e28421bc-1280-4c0a-b022-395e1f90e006, 2.0828905, 2.0105665, 0.1854961, 0.0013745135, 307.50284820811453, 0.028784638, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R18, 7d165efd-130e-4d3a-8a0a-9cbd0909525b, 0.293349, 0.16095887, 0.027896654, 2.4085696E-4, 113.29950580125167, 0.027791357, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R17, aab59bb3-f5b3-4db8-8c3d-70198899ee1b, 0.031116636, 0.031116636, 0.00249176, 1.5725303E-5, 77.9701064325506, 0.025239136, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R16, 326ab50d-fb46-4c15-8635-29386acd85ad, 0.14321737, 0.13807642, 0.0077437274, 3.5204546E-5, 295.4193693021482, 0.01888296, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R15, 5a294d83-f26c-4d5a-9fa5-53788285078e, 0.34615123, 0.3231609, 0.024207696, 1.4073495E-4, 251.08745275829014, 0.023870543, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R14, 7e6fad4c-c06c-48b4-b76b-357d60ae0891, 0.18569002, 0.033621967, 0.00924358, 4.273686E-5, 150.18786852725148, 0.017853525, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R13, 6ff8f506-c409-4ec7-9677-42986cdb5318, 0.18861969, 0.08353006, 0.008709674, 3.9326984E-5, 195.62724560351373, 0.015922705, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R12, 991da297-f6ab-467c-9c3d-43e5997dd48d, 3.9428105, 1.322797, 0.28353348, 0.0018927014, 159.88043971425483, 0.022151649, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R11, c8bee9bd-f941-4470-8eac-1834d9a7f5c1, 0.4163305, 0.39967516, 0.024577148, 1.24438E-4, 148.30904741112104, 0.018997263, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R10, b4251994-feed-40da-9a5d-611090e5c77d, 0.11060809, 0.11042173, 0.007412613, 4.0025876E-5, 172.59172228797203, 0.018818108, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R9, e787c73e-0ef8-43ff-9eaf-baf9da25e168, 0.09482387, 0.09332992, 0.007397673, 5.300236E-5, 251.96873840651855, 0.023680631, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R8, 90fa3a47-60ed-4c3b-8178-7c36463d9952, 0.18082377, 0.1748714, 0.0138447555, 9.266662E-5, 292.6182540820126, 0.024641884, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R7, ff55713b-3070-4242-80d6-8afcc90482c9, 0.14237307, 0.124781765, 0.010094734, 5.7937163E-5, 155.61325170953268, 0.022399375, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R6, c5532c7f-e1a4-402a-aac4-c66aa6e491c1, 0.122731864, 0.11859756, 0.0063720564, 2.9135768E-5, 285.378089637259, 0.01777644, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R5, eaaa9ed2-968c-454a-acc6-20659138f0cc, 1.1741214, 1.0128657, 0.0894851, 5.6806655E-4, 272.14724823375724, 0.022883585, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R4, 3ec836da-f20a-46ba-8d86-8431407468bf, 1.7087654, 0.8909349, 0.12697892, 7.968818E-4, 256.7602800338226, 0.023992227, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R3, fc6a3d41-7e6d-4d09-9a4f-afeea828f86f, 0.14677249, 0.14466445, 0.010193472, 5.7236706E-5, 260.57294627003705, 0.019395154, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R2, 76799c22-e503-4d1a-96a7-72b78c872d21, 0.1685499, 0.1568498, 0.008221827, 3.3344157E-5, 38.749749784273774, 0.015708752, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_499, R1, 84e6a15b-4b88-4d97-a63e-753357f9fe67, 2.3118093, 1.8907949, 0.16195762, 9.770634E-4, 208.89059870746473, 0.02208169, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
