image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
sev_ra_615, R24, 13aade47-e833-4d93-b228-c1307af91259, 4.1355157, 3.951495, 0.64921814, 0.008716776, 324.02876411252714, 0.04705646, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R23, 7d1e4ffb-9b40-4eee-a93f-0e4e213e7f8a, 1.4503268, 1.4011519, 0.082635485, 4.161913E-4, 227.52282200850425, 0.018974418, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R21, 3f92eb43-d698-4b33-b479-19cd0501c27f, 4.2286186, 4.0034866, 0.2949703, 0.0019650164, 276.4375086174957, 0.02158651, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R20, 8c6fd540-b25b-4cc4-93e2-e70a8993965d, 3.4937556, 3.2001803, 0.23660673, 0.0015500854, 262.9958875762074, 0.020946035, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R19, 40174a75-e77e-4bb3-a8cc-da7e50d6ebf3, 0.2964198, 0.15583077, 0.019057173, 1.1028278E-4, 224.96070876780576, 0.020545306, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R18, 98742136-49e9-41f0-b7ed-0df23ee1ff2d, 0.21715268, 0.16809799, 0.008452312, 2.7588527E-5, 135.03057226834764, 0.012695568, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R17, 8d4b72e3-17cf-4d0a-a419-493ab1c6beed, 2.025261, 2.0074663, 0.3101358, 0.0038557886, 140.3577509907424, 0.047778305, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R16, 206d78a7-094d-4107-83d6-c03b439ac786, 1.7458755, 1.6832795, 0.23581983, 0.0025716315, 294.71629694974376, 0.04352838, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R15, 53b8bda4-ea87-42cd-87ba-6235d0b7e0a3, 1.6479194, 1.5812122, 0.21323064, 0.0024040625, 154.44067215358157, 0.037417468, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R14, 7861be49-f400-4eb9-922a-e5fa42b2d7e8, 1.7735432, 1.6960137, 0.29849443, 0.0040921737, 130.26088724638765, 0.051249616, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R13, 836aa0c8-5d4d-4f00-9fe8-a141a314c56d, 1.0276364, 0.8931292, 0.064924516, 3.5666552E-4, 116.54806671391479, 0.019652618, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R12, b98c531d-db76-4a37-a880-8be3912e558d, 0.1081705, 0.103337094, 0.0038988355, 1.1917112E-5, 18.331701807748132, 0.013069561, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R11, c0452671-38f3-495c-a185-f6913e333184, 0.0, 0.0, 0.0, 0.0, NaN, 0.021165224, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R10, 051f171d-8927-4f3f-9a7d-2d1937c9438c, 0.1351434, 0.12923338, 0.006916301, 3.2247845E-5, 92.85610757762153, 0.016227998, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R9, 0461630c-f21a-4ef4-8e6a-246a57f152ff, 2.4792087, 2.31156, 0.24906921, 0.0021056405, 301.31207402744167, 0.031951882, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R8, c0423279-3093-4e1e-b776-fd40a24a3cae, 1.6326413, 1.5462065, 0.11089636, 6.8721845E-4, 155.0749781614223, 0.021657798, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R7, a7658f09-c869-4b2f-97b2-b87c92cbf2f2, 1.3532801, 1.2602428, 0.115660876, 8.069186E-4, 275.2521975889317, 0.02613457, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R6, 8eb48ea9-ad1e-4b18-b645-da1f4428d442, 3.449673, 3.038293, 0.46448392, 0.005249282, 198.20725393983767, 0.04249222, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R5, 50bbe00c-c7b3-4411-9be8-0f66c77fbc1e, 1.9060222, 1.7877933, 0.25543743, 0.0028456277, 149.17197351086045, 0.040394593, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R4, b5d8ff0f-b954-4db2-a8f2-ab3b7d12c8ed, 0.65966594, 0.6378357, 0.03573954, 1.902172E-4, 330.6442121350347, 0.019820506, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_615, R3, a77a3d0a-28e7-4e6a-8f4d-9ff316166299, 0.044131123, 0.044131123, 0.0020754472, 8.075639E-6, 60.73595455272098, 0.0148172015, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
