image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
sev_ra_687, R28, d65ef2e5-0d0c-4ef3-93a1-08fd4ef528ce, 0.1920596, 0.093412116, 0.012323561, 7.052341E-5, 163.81782520471376, 0.019779062, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_687, R27, e8cc0542-ee1d-4ad8-82a2-d2d095730427, 2.001355, 1.3801038, 0.13182119, 8.216967E-4, 243.34081612620176, 0.02218153, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_687, R26, 23949d1c-645c-4327-ac2e-e3f01f78f985, 0.53751475, 0.48147494, 0.028180253, 1.2727128E-4, 309.18938583873074, 0.01750345, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_687, R25, 6d69df0c-f422-4cfb-b712-922bf191e18f, 0.24596573, 0.22691834, 0.010637234, 3.8114245E-5, 303.05699611508317, 0.014409987, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_687, R24, e5c0e567-ed83-41d1-8256-b230aa21c449, 0.062545, 0.062545, 0.0054184417, 3.8205202E-5, 201.97836530514178, 0.027163811, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_687, R23, e2bd98a7-4bb3-4c06-9ba6-aeba9294cc2e, 3.4472065, 2.7801526, 0.21823926, 0.0011945092, 278.30780565754196, 0.020873854, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_687, R22, 40169fc3-17d2-4487-8671-a7f8d20fc233, 0.087708354, 0.087329715, 0.0049704365, 2.2637269E-5, 52.193935561595445, 0.016363328, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_687, R21, 7c4ac76f-99b6-4426-b7bc-137d72715dd2, 0.4557143, 0.3423212, 0.022376258, 9.126109E-5, 256.7824644882468, 0.016278718, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_687, R20, 94b7dcc7-c8c2-48de-a29b-dd08a4ff9703, 0.06848307, 0.06671174, 0.0019596252, 4.5193374E-6, 170.37447895884583, 0.009524729, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_687, R19, 4a40c9f4-e44d-4ba8-808c-424c4709bb0e, 0.0804536, 0.074784555, 0.004500111, 1.98948E-5, 222.99763043807405, 0.015558232, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
