image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
sev_ra_530, R9, 0350f98a-1560-4390-9c78-30dee19e6a54, 6.3774037, 2.6533623, 1.1819484, 0.018720426, 191.76269725036383, 0.05828194, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_530, R8, bd976b21-a793-426f-a550-51a380e78cff, 2.7311294, 1.9936358, 0.350102, 0.0043539605, 210.06270015017392, 0.0427191, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_530, R7, df4f66e4-f4b4-4f9b-b8be-640e2847b050, 2.5209076, 2.4026275, 0.2818779, 0.0026246628, 273.5357710505075, 0.034615103, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_530, R6, ebe14098-3c49-4d7d-b631-b44cb22aac20, 5.5430646, 2.5969517, 1.1962397, 0.021120528, 188.5659364923661, 0.069690324, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_530, R5, 58a48c42-6caa-4896-9443-8f1d9891248e, 0.32566267, 0.3235307, 0.019235957, 9.6566815E-5, 129.26015524995407, 0.018383505, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_530, R4, 4157183f-96cc-44cd-b00a-6cf692e6c47f, 3.7161453, 3.3417995, 0.5503617, 0.006737888, 230.27622152709813, 0.047732424, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_530, R3, 67325e0d-d8d9-4c7c-b292-b2b10a186360, 0.068944894, 0.0685836, 0.0053638457, 3.7035927E-5, 336.41495700250846, 0.023907479, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_530, R2, e931fade-4ee4-47e7-8254-30a20d77be19, 0.1373529, 0.13505454, 0.009958592, 7.182075E-5, 333.058875251931, 0.022720847, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
sev_ra_530, R1, b050719b-fff2-4e01-8e88-80a8ad6b98ef, 1.8591534, 1.7516578, 0.19776335, 0.0016908415, 267.1996777650535, 0.033288166, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
