code,kartez,site,lf_sum_area,lf_n_pieces,lf_whole_ind,lf_wet_mass,lf_dry_mass,lf_petiole_ind,mass,d15N,d13C,pN,pC,cn,stm_wet,stm_len,stm_d1,stm_d2,rt_wet,rt_len,rt_d1,rt_d2,stm_dry1,stm_dry2,rt_dry1,rt_dry2,length,diam.95%,volume,wet,dry,seed_mass_sum,seed_n
588,SPHA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80344254,0.0547169404,0.00632233234,19.68,0.412,NA,NA
589,AMPA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.53024339,0.05647439755,0.050052707897,46.37,5.028,NA,NA
590,AMPA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.562179807,0.0372285651999999,0.0274035828,29.99,2.302,NA,NA
591,AMPA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.326758273,0.0344465085999999,0.021172216807,21.36,1.302,NA,NA
592,CHAL11,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.12096399,0.0509094336,0.041272716834,62.73,4.369,NA,NA
593,CHAL11,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.473394105,0.0391956356,0.010213745982,15.26,0.79,NA,NA
594,SPCO4,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.905815513,0.126485333,0.432363530358,259.18,48.82,NA,NA
595,SPCO4,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.54737422,0.140853065,0.30670322916,187.64,29.86,NA,NA
596,SPCO4,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.812808805,0.138972973499999,0.552433647762,370.16,75.69,NA,NA
597,CHCO2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.738194604,0.035723761,0.0110959207389,25.71,0.91,NA,NA
598,CHCO2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6075113,0.0439232472,0.0170564742,18.58,0.743,NA,NA
599,CHCO2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1191233,0.0578621395999999,0.0268335588,24.92,1.36,NA,NA
600,EVNU,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.669129714,0.082953294,0.132335507496,104.82,16.223,NA,NA
601,EVNU,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.728663009999998,0.0763159883999999,0.10875244736,91.14,11.42,NA,NA
602,EVNU,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.780425416,0.0863186869999999,0.17026011899,120.93,26.72,NA,NA
603,BOER4,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.125183667,0.0786411129999999,0.2537326032717,300.79,46.27,NA,NA
604,BOER4,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.923104631,0.0798347007999999,0.165843576867,129.42,30.07,NA,NA
605,BOER4,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.658309243,0.0967442387,0.392182700684,380.94,82.51,NA,NA
606,ERCI,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.879926275,0.0547537488999999,0.037965279668,26.88,3.55,NA,NA
607,ERCI,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.10677534,0.0451043667999999,0.0543131922277,68.52,6.21,NA,NA
608,ERCI,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.642343231,0.0357154600499999,0.0374007294734,37.29,3.55,NA,NA
609,BOGR2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.550130109,0.102776995249999,0.403052470178,336.04,38.71,NA,NA
610,BOGR2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.871957614,0.110860543499999,0.503114909101,459.19,79.278,NA,NA
611,BOGR2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.66427715,0.0747149275,0.4566494312947,382.64,58.013,NA,NA
612,MUPO2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2830343,0.123962469499999,0.439461543,454.9,99.77,NA,NA
613,MUPO2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.22224002,0.16408959,0.44980323649,382.37,99.057,NA,NA
614,MUPO2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.775454563,0.115213769599999,0.221498295571,191.3,48.25,NA,NA
615,ARAD,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.870746743,0.0511553103999999,0.049334158273,53.24,8.231,NA,NA
616,ARAD,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.911338075,0.0455575331499999,0.0419983985837,32.25,7.158,NA,NA
617,ARAD,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.327217128,0.03375972875,0.0376107691462,39.89,5.26,NA,NA
618,MAGR10,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.00797444,0.0421287113999999,0.0517451378635,48.58,2.557,NA,NA
619,MAGR10,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.208917699,0.037343231,0.0184973717,25.06,0.928,NA,NA
620,MAGR10,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.037594443,0.048277654,0.0440693496455,40.19,1.799,NA,NA
621,GLBI2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.555240844,0.0542422833999999,0.069830880609,57.53,3.84,NA,NA
622,GLBI2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.268200537,0.0480731105,0.023774851829,25.82,0.118,NA,NA
623,GLBI2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.764257074,0.0500780459,0.061851286147,56.55,3.126,NA,NA
624,TECO,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.377876053,0.0478263519999999,0.011242596841,25.99,1.627,NA,NA
625,TECO,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.809164355,0.06923729,0.046975372917,45.92,3.9,NA,NA
626,TECO,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.038383994,0.0341268511,0.0031705915693,6.28,0.282,NA,NA
627,GACO5,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1886608,0.0351252039999999,0.0071648384455,20.47,0.578,NA,NA
628,GACO5,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2553883,0.040036682,0.0015808747,2.34,0.04,NA,NA
629,GACO5,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.24927265,0.0405041312,0.01236589792,22.39,1.391,NA,NA
630,DAPU7,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.686143548,0.0423170157999999,0.0521412985058,62.84,10.26,NA,NA
631,DAPU7,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.461288828,0.0353729272999999,0.040763878689,37.22,8.95,NA,NA
632,DAPU7,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.66746757,0.0410689709999999,0.0857505417753,113.42,14.421,NA,NA
633,SCBR2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.493333074,0.131242481999999,0.52262749645,663.64,174.32,NA,NA
634,SCBR2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.716948838,0.109093285249999,0.387938614956,381.96,103.445,NA,NA
635,SCBR2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5294854129999,0.0858110337499999,0.337008936305399,374.85,83.71,NA,NA
636,PLJA,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.226155025,0.11424496925,0.2626626615004,217.41,51.24,NA,NA
637,PLJA,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.787581687,0.1129961352,0.281975596657,308.12,54.8,NA,NA
638,PLJA,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.810119727,0.105194737,0.4934313400715,502.26,106.98,NA,NA
639,BRCA3,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.254856038,0.06029760115,0.0711201996047,50.53,6.18,NA,NA
640,BRCA3,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.612953584,0.0724378043999999,0.097549454606,85.4,9.42,NA,NA
641,CHGR2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.972253498,0.0235433374999999,0.0045412374326,2.34,0.41,NA,NA
642,CHGR2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.02289752,0.0287417668,0.0067831895378,4.1,0.3,NA,NA
643,CHGR2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.166612498,0.0238482642,0.00109052502499999,2.22,0.107,NA,NA
644,DRGL5,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.102996064,0.0283106045,0.00180192672099999,0.98,0.12,NA,NA
645,DRGL5,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.081678089,0.043351897,0.00293472733,1.23,0.182,NA,NA
646,DRGL5,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.191032865,0.0347132513999999,0.002198012707,2.72,0.2,NA,NA
647,DABR,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.27843993,0.0445972082999999,0.01773365706,14.13,0.866,NA,NA
648,DABR,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65279783599999,0.0534631858,0.009302895218,6.74,0.658,NA,NA
649,ASNU4,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11545732,0.047654966,0.0131954207219999,7.32,0.94,NA,NA
650,ASNU4,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.084321695,0.0486032519999999,0.012685288036,6.09,0.69,NA,NA
651,ASNU4,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.67709409,0.0473530405,0.01286990146,9.01,0.82,NA,NA
652,HENA,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.430900269,0.0406146032999999,0.025269969319,17.1,1.37,NA,NA
653,HENA,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.704582789,0.03123033375,0.0289756201546,43.54,2.76,NA,NA
654,HENA,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.753701704,0.0294812058999999,0.0234216247537,36.29,2.76,NA,NA
655,BADI,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.261019614,0.0493765505499999,0.0744289860675,64.77,3.98,NA,NA
656,BADI,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.97990181,0.0625934660999999,0.027180079944,19.76,1.49,NA,NA
657,BADI,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78176334,0.0461894469999999,0.01094614916,6.44,0.28,NA,NA
658,MUPA2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.819491813,0.0524290326499999,0.1072531860367,194.22,30.05,NA,NA
659,MUPA2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.133634314,0.0559002049499999,0.1523961190646,127.6,37.63,NA,NA
660,MUPA2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.417516158,0.05977275605,0.0845286243012,108.31,19.35,NA,NA
661,BOCU,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.809348093,0.0488571805,0.222816987522,297.91,45.64,NA,NA
662,BOCU,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.847511489,0.080010894,0.2382260304679,236.63,50.22,NA,NA
663,BOCU,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.643708347,0.0838056983999999,0.2787498614449,251.06,55.99,NA,NA
664,BOHI2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.12768249,0.0430247021,0.0671967686473,77.64,10.67,NA,NA
665,BOHI2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.065596449,0.0376857615,0.0830534512446,75.33,13.545,NA,NA
666,BOHI2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.246985062,0.0436560637999999,0.0882667308956,127.14,16.69,NA,NA
667,PEAN,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.303983,0.03878644,0.007942438,5.93,0.763,NA,NA
668,PEAN,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79529584,0.04870935715,0.01056687275,3.28,0.65,NA,NA
669,PEAN,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79075245999999,0.0503781805,0.00846297593999999,9.54,0.53,NA,NA
670,LYPH,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.732198827,0.107211827599999,0.4948802147234,444.67,84.53,NA,NA
671,LYPH,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.677703209,0.0924634095,0.207331464361,195.98,31.77,NA,NA
672,LYPH,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.220725989,0.0568160587999999,0.1262833626829,126.78,21.122,NA,NA
673,CRCR3?,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65960117,0.0474465226,0.0060806131,4.32,0.393,NA,NA
674,CRCR3?,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13149265,0.052398401,0.006762503,9.46,0.863,NA,NA
675,CRCR3?,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.036997341,0.0623417969999999,0.040246383709,49.54,4.21,NA,NA
676,SASU7,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.583575806,0.0323339763499999,0.010872637074,18.59,0.976,NA,NA
677,SASU7,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.436130313,0.0331094036,0.00943857880999999,13.27,1.295,NA,NA
678,SASU7,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.71713137,0.0330153715999999,0.010202856995,12.07,1.01,NA,NA
679,ACNE,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.42484185,0.0226402437499999,0.0055542243495,6.72,0.395,NA,NA
680,ACNE,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.043035924,0.02609200845,0.0084409275696,7.95,0.272,NA,NA
681,ACNE,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.516739823,0.0338451096999999,0.003811836214,6.37,0.334,NA,NA
682,LEPI3,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.407677414,0.0457962626,0.054589097711,36.45,2.452,NA,NA
683,LEPI3,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.662056467,0.0476168492999999,0.0680465322275,82.26,3.12,NA,NA
684,LEPI3,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.467934957,0.0390201441999999,0.0326472501859,41.98,1.611,NA,NA
685,HEPI2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.89484832,0.0333631183499999,0.017140685784,11.86,1.445,NA,NA
686,HEPI2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.10326352,0.0301624125999999,0.006632055805,5.9,0.52,NA,NA
687,HEPI2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.924246557,0.0289937260999999,0.0056077111181,14.86,0.327,NA,NA
688,CHRE4,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.321998119,0.0304956355,0.006108221159,4.55,0.32,NA,NA
689,CHRE4,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.40427721,0.0278374411499999,0.004806062339,6.091,0.994,NA,NA
690,CHRE4,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58785931,0.03423183855,0.005926842246,2.89,0.779,NA,NA
691,MUTO2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.165098542,0.0951504462499999,0.44036094682,548.72,197.13,NA,NA
692,MUTO2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.862107795,0.100723740999999,0.3572474983183,481.27,143.22,NA,NA
693,MUTO2,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.379835274,0.0944353311999999,0.3633832361335,366.64,112.07,NA,NA
694,ARFEF,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.714598587,0.0306591482999999,0.011054123031,6.61,0.949,NA,NA
695,ARFEF,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.13028978,0.02547641265,0.00380160316679999,7.35,0.22,NA,NA
696,ARFEF,PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.46391655,0.0300319052,0.003505374875,4.61,0.206,NA,NA
697,ELEL5,C,1.6141,10,TRUE,0.2553,0.0874,FALSE,3.001,2.479444444444445,-28.509555555555554,1.6157932014649872,47.266832684212346,29.25302114240674,0.1392,80.2,1.6,1.2,0.0253,48.9,0.8,0.7,0.0567,0.0567,0.0085,0.0079,NA,NA,NA,NA,NA,NA,NA
698,ELEL5,C,1.8264,13,TRUE,0.2704,0.0837,FALSE,3.174,1.5264444444444447,-30.298555555555556,1.281213882675282,45.35937121796132,35.40343406461312,0.0635,2.5,1.5,1.3,NA,NA,NA,NA,0.0217,0.0214,NA,NA,NA,NA,NA,134.54,27.701,NA,NA
699,ELEL5,C,1.4962,14,TRUE,0.2065,0.0715,FALSE,NA,NA,NA,NA,NA,NA,0.0492,51.6,0.9,1.1,NA,NA,NA,NA,0.0242,0.0249,NA,NA,NA,NA,NA,112.13,28.21,NA,NA
700,ELEL5,C,0.9719,10,TRUE,0.2037,0.0638,FALSE,NA,NA,NA,NA,NA,NA,0.0837,55.5,1.2,1,0.0256,39,0.9,0.8,0.0244,0.0245,0.0103,0.0111,NA,NA,NA,NA,NA,NA,NA
701,ELEL5,C,1.8794,19,TRUE,0.255,0.0878,FALSE,3.347,2.429444444444445,-29.801555555555556,1.2050795776052798,45.815008708747364,38.01824340911197,0.0653,55.3,1.2,1.1,NA,NA,NA,NA,0.0136,0.0135,NA,NA,NA,NA,NA,93.32,23.43,NA,NA
702,LAOCO,C,0.17800000000000002,8,TRUE,0.0179,0.0039,FALSE,NA,NA,NA,NA,NA,NA,0.0859,40.1,1.4,1.6,0.0604,29.2,1.9,1.4,0.0212,0.0219,0.0149,0.0147,NA,NA,NA,NA,NA,NA,NA
