code,kartez,site,lf_sum_area,lf_n_pieces,lf_whole_ind,lf_wet_mass,lf_dry_mass,lf_petiole_ind,mass,d15N,d13C,pN,pC,cn,stm_wet,stm_len,stm_d1,stm_d2,rt_wet,rt_len,rt_d1,rt_d2,stm_dry1,stm_dry2,rt_dry1,rt_dry2,length,diam.95%,volume,wet,dry,seed_mass_sum,seed_n
377,CHRE4,PJ,0.1616,9,TRUE,0.017,0.0043,FALSE,1.975,-0.5678499999999999,-15.3135,1.859459652405051,44.670457211520045,24.023353856451067,0.0044,26.3,0.2,0.1,5e-4,10.5,0.1,0.2,0.0021,0.0014,1e-4,1e-4,NA,NA,NA,NA,NA,0.88,6
378,CHCHC3,PJ,0.334,13,TRUE,0.0394,0.0117,TRUE,NA,NA,NA,NA,NA,NA,0.0049,8.2,0.5,0.6,0.1159,21.4,2.6,2.1,0.0023,0.0023,0.0609,0.0603,NA,NA,NA,NA,NA,NA,NA
379,CHCHC3,PJ,0.3026,15,TRUE,0.0338,0.0093,FALSE,3.055,-4.8016499999999995,-15.4595,1.9740049196089247,46.14609981058021,23.376891998689818,0.003,10.7,0.2,0.3,0.0946,29.4,1.9,1.4,0.0016,0.0013,0.048,0.0477,NA,NA,NA,NA,NA,NA,NA
380,CHCHC3,PJ,0.3196,16,TRUE,0.0348,0.0087,TRUE,NA,NA,NA,NA,NA,NA,0.0088,28,0.4,0.3,0.0488,15.8,1.9,1.6,0.0039,0.0034,0.0216,0.0213,NA,NA,NA,NA,NA,NA,NA
381,CHCHC3,PJ,0.2821,17,TRUE,0.0349,0.0111,FALSE,3.085,-3.46365,-15.817499999999999,1.7573612120307722,47.409369229388645,26.97758941350669,0.0035,8.8,0.4,0.4,0.026,16.8,1.1,1.1,0.0018,0.001,0.0129,0.0128,NA,NA,NA,NA,NA,NA,NA
382,CHCHC3,PJ,0.2211,15,TRUE,0.0278,0.009,FALSE,3.171,-2.85965,-14.9415,1.5491475218759356,46.577760108938364,30.066704075112977,0.0036,18.5,0.4,0.3,0.0235,31.4,0.7,1,0.0015,0.0015,0.0117,0.0117,NA,NA,NA,NA,NA,NA,NA
383,DABR,PJ,0.2489,15,TRUE,0.0359,0.007,FALSE,1.567,-2.574242857142857,-29.039714285714286,2.524123557797042,42.83347542303923,16.969642904653465,0.0107,23,0.4,0.5,0.0037,21.1,0.2,0.2,0.0037,0.0035,0.0011,8e-4,NA,NA,NA,NA,NA,0.723,1
384,DABR,PJ,0.304,15,TRUE,0.0524,0.0089,FALSE,1.855,-2.603242857142857,-28.393714285714285,3.301744212412126,45.82048765602509,13.877661232440056,0.0084,10.7,0.8,0.5,0.0071,12.1,0.5,0.6,0.0027,0.0022,0.0029,0.002,NA,NA,NA,NA,NA,12.084,14
385,DABR,PJ,0.2521,15,TRUE,0.0387,0.0064,FALSE,NA,NA,NA,NA,NA,NA,0.0087,22.6,0.4,0.3,0.0056,30.6,0.2,0.3,0.0031,0.003,0.0021,0.0017,NA,NA,NA,NA,NA,9.644,8
385,DABR,PJ,0.2521,15,TRUE,0.0387,0.0064,FALSE,NA,NA,NA,NA,NA,NA,0.0087,22.6,0.4,0.3,0.0056,30.6,0.2,0.3,0.0031,0.003,0.0021,0.0017,NA,NA,NA,NA,NA,9.59,8
386,DABR,PJ,0.1716,15,TRUE,0.0247,0.0045,FALSE,NA,NA,NA,NA,NA,NA,0.0045,16.1,0.3,0.2,0.0038,16.8,0.1,0.3,0.0015,0.0014,0.0011,0.0011,NA,NA,NA,NA,NA,NA,NA
387,DABR,PJ,0.2428,15,TRUE,0.0419,0.0074,FALSE,1.674,-2.1522428571428573,-28.172714285714285,3.1065675462966844,49.478027963255855,15.926912010085934,0.0059,15.3,0.3,0.4,0.0038,11.9,0.2,0.4,0.0017,0.0016,0.0015,0.0011,NA,NA,NA,NA,NA,2.02,3
388,"NADI",PJ,0.2111,5,TRUE,0.0381,0.0043,FALSE,NA,NA,NA,NA,NA,NA,0.0083,21.4,0.1,0.4,NA,NA,NA,NA,0.0018,0.0017,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,"NADI",PJ,0.099,4,TRUE,0.0121,0.0015,FALSE,NA,NA,NA,NA,NA,NA,0.0088,44.8,0.1,0.2,NA,NA,NA,NA,0.0019,0.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,"NADI",PJ,0.1206,3,TRUE,0.0177,0.0015,FALSE,NA,NA,NA,NA,NA,NA,0.0105,41.3,0.2,0.1,NA,NA,NA,NA,0.0021,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,"NADI",PJ,0.1817,5,TRUE,0.0263,0.0029,FALSE,NA,NA,NA,NA,NA,NA,0.0094,39.1,0.3,0.4,NA,NA,NA,NA,0.0031,0.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,"NADI",PJ,0.12639999999999998,5,TRUE,0.0165,0.0013,FALSE,NA,NA,NA,NA,NA,NA,0.0041,18.6,0.2,0.1,NA,NA,NA,NA,9e-4,5e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,"NADI",PJ,0.1183,4,TRUE,0.0132,0.0012,FALSE,NA,NA,NA,NA,NA,NA,0.0053,26.8,0.2,0.2,NA,NA,NA,NA,0.0017,0.0015,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,MUPA2,PJ,0.7373,11,FALSE,0.0475,0.0156,FALSE,3.174,-3.895471428571428,-15.092714285714285,1.541568272608795,46.961241854358875,30.463290331531276,0.0236,32.4,0.6,0.6,0.0082,40.6,0.3,0.3,0.0107,0.0107,0.0031,0.0031,NA,NA,NA,NA,NA,0.278,1
395,MUPA2,PJ,0.9172,5,TRUE,0.0546,0.016,FALSE,3.254,-4.115471428571428,-15.516714285714285,1.7853098997071346,46.79264358573683,26.209815782353967,0.0525,71.5,0.5,0.7,0.0158,54.2,0.2,0.3,0.019,0.0185,0.0042,0.0037,NA,NA,NA,NA,NA,NA,NA
396,MUPA2,PJ,0.646,5,TRUE,0.0321,0.0107,FALSE,NA,NA,NA,NA,NA,NA,0.0352,35.1,0.8,0.9,0.0188,70.2,0.4,0.4,0.0185,0.0182,0.0081,0.0078,NA,NA,NA,NA,NA,NA,NA
397,MUPA2,PJ,0.4867,5,TRUE,0.0251,0.0084,FALSE,NA,NA,NA,NA,NA,NA,0.0525,55,0.6,0.8,0.0124,87,0.3,0.3,0.0281,0.0278,0.0052,0.0051,NA,NA,NA,NA,NA,NA,NA
398,MUPA2,PJ,0.7595999999999999,10,FALSE,0.0446,0.0141,FALSE,3.158,-4.625471428571428,-15.823714285714285,1.8960302243898968,46.150360763879505,24.34051956040402,0.0165,26.9,0.6,0.6,0.0108,48.5,0.1,0.3,0.0083,0.0083,0.0042,0.0038,NA,NA,NA,NA,NA,NA,NA
399,ELEL5?,PJ,1.6037,14,FALSE,0.1558,0.0498,FALSE,NA,NA,NA,NA,NA,NA,0.0416,29.7,0.4,0.5,0.0052,25.6,0.1,0.2,0.0071,0.0071,0.0011,8e-4,NA,NA,NA,NA,NA,NA,NA
400,SPCOC,PJ,0.5102,4,TRUE,0.1043,0.0275,FALSE,3.063,-0.5138888888888888,-26.94611111111111,1.1258416033736134,45.64917142249541,40.546708600665035,0.0218,11.2,0.8,1.2,0.2173,35.1,2.1,1.8,0.007,0.0066,0.0719,0.0717,NA,NA,NA,NA,NA,NA,NA
401,SPCOC,PJ,0.5647,5,TRUE,0.1222,0.031,FALSE,3.248,-0.11888888888888882,-26.66711111111111,0.8276042141523252,43.439452625865854,52.488196511129146,0.0176,7.9,0.8,0.6,0.0287,14.6,1,0.9,0.0044,0.0039,0.0086,0.0085,NA,NA,NA,NA,NA,NA,NA
402,SPCOC,PJ,0.3349,3,TRUE,0.0678,0.0153,FALSE,3.23,-1.1728888888888889,-28.272111111111112,0.9155944538091905,44.54335643120455,48.649657330151726,0.0151,5.5,1,0.9,0.0468,6.6,1.2,2.1,0.0028,0.0028,0.0074,0.0073,NA,NA,NA,NA,NA,NA,NA
403,HENA,PJ,0.5198,10,TRUE,0.0657,0.0177,FALSE,3.052,0.6770000000000002,-31.091428571428573,1.2699711794653128,49.97702358708212,39.35288012451086,0.0195,11.3,1.1,1,0.2406,29.4,2.4,3.2,0.0072,0.0065,0.0893,0.0889,NA,NA,NA,NA,NA,2.377,20
404,HENA,PJ,0.5372,10,TRUE,0.0787,0.0249,FALSE,3.074,-0.35199999999999987,-29.008428571428574,1.5632765016613483,51.56053982883028,32.982354544468045,0.0379,18.4,1.3,1,0.1019,11.8,2.5,2.9,0.0124,0.0123,0.0324,0.032,NA,NA,NA,NA,NA,2.164,19
405,HENA,PJ,0.5403,10,TRUE,0.06,0.0143,FALSE,3.233,-0.3889999999999999,-31.841428571428573,1.8706851729532423,49.17490337828638,26.287108108444663,0.0209,28.5,0.4,0.2,0.1473,26.9,1.6,2.7,0.0036,0.0034,0.0457,0.0457,NA,NA,NA,NA,NA,1.462,12
406,"NAHI",FS,0.3004,5,TRUE,0.0545,0.0096,FALSE,NA,NA,NA,NA,NA,NA,0.0248,10.1,1.2,1.3,0.0402,30.8,0.5,1.3,0.0098,0.0098,0.0155,0.0154,NA,NA,NA,NA,NA,0.847,20
407,"NAHI",FS,0.1597,5,TRUE,0.0381,0.0071,FALSE,2.582,3.729528571428572,-27.728714285714286,2.670787922563037,40.87372063251975,15.30399335986777,0.0419,16.9,1,1.6,0.2386,21.7,3.6,2.3,0.0147,0.0143,0.0712,0.0709,NA,NA,NA,NA,NA,0.706,16
408,"NAHI",FS,0.2641,5,TRUE,0.0631,0.0096,FALSE,3.242,1.9144285714285718,-28.125714285714285,2.817364428853101,39.49520650332977,14.018494057372466,0.0589,16.6,1.6,2,NA,NA,NA,NA,0.0223,0.0233,NA,NA,NA,NA,NA,NA,NA,0.829,17
409,ALIN,FS,2.0744,5,TRUE,0.5815,0.0838,FALSE,3.265,0.9225875,-13.959625,1.96609452546406,34.890380343460244,17.746034024088956,0.1142,30,1.7,1.5,0.5487,11.1,8,6.3,0.031,0.0308,0.1707,0.1704,NA,NA,NA,NA,NA,NA,NA
410,ERCI,B,0.5709,4,TRUE,0.0372,0.0072,FALSE,3.187,3.778457142857143,-15.715714285714286,2.9582707404940067,43.52215541679074,14.7120257862277,0.0339,21.4,0.4,0.5,0.0017,40.3,0.1,0.1,0.0036,0.0036,8e-4,8e-4,NA,NA,NA,NA,NA,NA,NA
411,ERCI,B,0.4476,4,FALSE,0.0282,0.0064,FALSE,NA,NA,NA,NA,NA,NA,0.0207,18.7,0.3,0.4,0.0024,47.8,0.2,0.1,0.0035,0.0031,0.0012,8e-4,NA,NA,NA,NA,NA,9.515,19
412,ERCI,B,0.4848,6,FALSE,0.0314,0.0068,FALSE,2.86,3.160757142857143,-15.461714285714287,2.952065085108556,45.30673306235986,15.347470924982606,0.0137,14.2,0.2,0.3,0.0013,36.8,0.3,0.1,0.0011,7e-4,9e-4,4e-4,NA,NA,NA,NA,NA,0.466,4
413,ERCI,B,0.2047,2,FALSE,0.0148,0.0038,FALSE,NA,NA,NA,NA,NA,NA,0.0484,24.7,0.6,0.6,0.0013,35.8,0.2,0.1,0.0062,0.0062,8e-4,5e-4,NA,NA,NA,NA,NA,8.376,5
414,ERCI,B,0.4709,4,FALSE,0.0308,0.0073,FALSE,2.81,5.228757142857143,-15.344714285714286,2.1716419044269104,44.89276109866177,20.672266918016042,0.0202,18,0.4,0.2,0.0021,43.7,0.1,0.2,0.0025,0.0024,0.0014,0.0012,NA,NA,NA,NA,NA,NA,NA
415,ARAD,B,0.7346999999999999,6,FALSE,0.048,0.0177,FALSE,3.094,3.4596875000000002,-15.628625000000001,1.7087004739776681,44.202693274948544,25.86918769446438,0.0145,28.4,0.5,0.6,0.0064,30,0.4,0.1,0.0052,0.0045,0.0024,0.0024,NA,NA,NA,NA,NA,6.802,9
416,ARAD,B,0.6623,6,FALSE,0.0484,0.0181,FALSE,3.238,3.0073875,-15.647625000000001,1.6386411071200715,42.64084799068239,26.022078785527427,0.0142,24.9,0.2,0.2,0.0052,44.5,0.2,0.2,0.0023,0.0019,0.0025,0.0022,NA,NA,NA,NA,NA,2.929,4
417,ARAD,B,0.5475,3,TRUE,0.0384,0.0121,FALSE,3.334,3.5896875,-15.266625000000001,1.3595207491245687,44.6715922315697,32.85833795499989,0.0145,26.4,0.2,0.2,0.0054,55.9,0.2,0.1,0.003,0.0024,0.002,0.0018,NA,NA,NA,NA,NA,4.332,7
418,SPCO4,B,2.2187,8,TRUE,0.2772,0.0891,FALSE,3.24,4.775111111111111,-15.180111111111112,2.008116814922268,44.38148769623467,22.10104878682201,0.2892,53.7,1.9,2.2,0.0182,73.8,0.3,0.2,0.112,0.118,0.0044,0.0043,NA,NA,NA,NA,NA,NA,NA
419,SATR12,B,0.325,10,TRUE,0.1251,0.0184,FALSE,3.165,6.6315333333333335,-14.040666666666667,1.853149235365907,35.75551488936064,19.29446059011036,0.1003,18,2,2.1,0.2391,29.7,2.5,2.9,0.0372,0.0367,0.1059,0.1049,NA,NA,NA,NA,NA,NA,NA
420,SATR12,B,0.236,10,TRUE,0.082,0.0175,FALSE,3.176,5.757533333333334,-14.970666666666666,0.8196264366352307,36.55133487530308,44.595114605325996,0.1179,26.6,2.1,1.6,0.1036,36.6,1.5,1.5,0.0338,0.0335,0.0474,0.047,NA,NA,NA,NA,NA,NA,NA
421,SATR12,B,0.2712,10,TRUE,0.118,0.0146,FALSE,3.289,5.633533333333333,-14.088666666666667,1.3651686683495685,34.31909936888079,25.13909098893336,0.1251,29.2,1.8,1.6,0.2233,39.8,1.5,2.4,0.0329,0.0326,0.0888,0.0888,NA,NA,NA,NA,NA,NA,NA
422,BREUC2,B,0.3,10,TRUE,0.0444,0.0088,FALSE,NA,NA,NA,NA,NA,NA,0.1595,50.2,2.1,1.5,2.0164,31.8,8.1,8.2,0.0543,0.0541,0.5974,0.597,NA,NA,NA,NA,NA,NA,NA
423,BREUC2,B,0.365,10,TRUE,0.0589,0.0098,FALSE,3.207,4.29335,-30.4985,1.7563219271107842,50.72822119241585,28.883213498259792,0.4543,52.7,2.9,2.8,2.1984,29.3,8.6,9.3,0.1346,0.1338,0.8829,0.8786,NA,NA,NA,NA,NA,NA,NA
424,SPCO4,B,2.9576000000000002,6,FALSE,0.3825,0.1188,FALSE,3.107,3.309611111111111,-14.728111111111112,1.3359415114420576,45.99720570225923,34.430553514733134,0.2736,54.8,2.2,2.2,0.0219,36,0.6,0.4,0.1439,0.1432,0.0091,0.0087,NA,NA,NA,NA,NA,0.712,17
425,SPCO4,B,2.433,12,FALSE,0.2524,0.0819,FALSE,3.173,5.389611111111111,-15.270111111111111,1.9807325873229,45.895391689599656,23.170917661141992,0.1042,38.7,1.5,1.2,0.0153,46.4,0.4,0.3,0.0396,0.0394,0.0064,0.0064,NA,NA,NA,NA,NA,NA,NA
426,CHIN2,B,0.7617,5,TRUE,0.2765,0.0263,FALSE,3.12,11.53965,-25.5725,2.446166761215861,35.772336436693806,14.623833911843876,0.0843,27.3,1.6,1.4,0.3775,21.8,3.8,3.5,0.0211,0.0211,0.1489,0.1485,NA,NA,NA,NA,NA,3.948,11
427,CHIN2,B,0.4878,5,TRUE,0.1469,0.0151,FALSE,3.087,8.647350000000001,-25.5825,2.4820222671451906,34.25776882866887,13.802361599306675,0.2155,24,3.6,2.7,0.708,21.2,5.7,5.4,0.0583,0.0577,0.2382,0.2364,NA,NA,NA,NA,NA,0.9,3
428,POHA5,B,0.2339,10,TRUE,0.1097,0.0058,FALSE,2.562,5.321933333333333,-13.862666666666668,2.859571852541448,43.569322542973104,15.23630976583114,0.0788,33.1,1.2,0.9,0.0144,43.4,0.8,0.2,0.0113,0.0112,0.0035,0.0035,NA,NA,NA,NA,NA,0.59,10
429,POHA5,B,0.192,10,TRUE,0.0824,0.0034,FALSE,NA,NA,NA,NA,NA,NA,0.0237,16,0.5,0.7,0.0096,24,0.2,0.5,0.0032,0.0032,0.0025,0.0023,NA,NA,NA,NA,NA,0.84,15
430,POHA5,B,0.1717,10,TRUE,0.0657,0.0021,FALSE,NA,NA,NA,NA,NA,NA,0.0418,23.7,0.6,0.8,0.0067,21.8,0.5,0.1,0.0059,0.0049,0.0017,0.0014,NA,NA,NA,NA,NA,0.693,12
431,CHIN2,B,0.4194,5,TRUE,0.1057,0.0104,FALSE,3.298,8.37665,-25.3815,3.3407005561964094,39.71331390931481,11.887720327298904,0.1159,27.6,1.7,1.7,0.078,9.4,2.6,2.4,0.0347,0.0347,0.032,0.032,NA,NA,NA,NA,NA,NA,NA
432,SEDI3,B,0.6426,5,TRUE,0.2468,0.0259,FALSE,3.244,4.129611111111111,-26.17811111111111,2.4424550654897166,39.665027757173625,16.2398188272179,0.0455,17.6,1.2,1.3,0.4651,29.8,3.8,3.8,0.0152,0.0146,0.191,0.191,NA,NA,NA,NA,NA,NA,NA
433,SEDI3,B,0.8220999999999999,5,TRUE,0.2979,0.0345,FALSE,3.141,3.5365333333333338,-25.619666666666667,2.4164879079842003,41.85772314375483,17.3217184350291,0.0256,12.1,1.3,1,0.1978,24.7,2.5,2.6,0.0076,0.0069,0.0699,0.0698,NA,NA,NA,NA,NA,NA,NA
434,SEDI3,B,0.8358,5,TRUE,0.2732,0.0383,FALSE,3.247,3.7725333333333335,-25.61266666666667,2.464074551839506,38.63812100890455,15.680581165882348,0.0401,13.2,1.4,1.3,0.6271,34.2,4,4.2,0.0145,0.0142,0.2493,0.2491,NA,NA,NA,NA,NA,NA,NA
435,PEFE,B,4.172,5,TRUE,1.0741,0.2625,FALSE,3.186,0.9565285714285718,-30.373714285714286,1.6622073622077838,49.480246158769575,29.7677938888736,0.1462,8.4,4.1,3.3,0.1216,46.8,1.5,1.4,0.0458,0.0449,0.0358,0.0358,NA,NA,NA,NA,NA,NA,NA
436,PEFE,B,3.8292,5,TRUE,0.9631,0.2308,FALSE,3.014,-1.348471428571428,-30.367714285714285,1.7551575774093882,49.803863676781035,28.37572211054207,0.0825,14.3,2.2,2.3,0.0453,30.2,0.7,0.9,0.0248,0.0248,0.0151,0.0148,NA,NA,NA,NA,NA,NA,NA
437,PEFE,B,2.7473,5,TRUE,0.6409,0.1451,FALSE,3.065,-1.433471428571428,-30.423714285714286,2.059303783500508,49.923972174240454,24.24313137976039,0.1785,13.1,3.3,3.6,0.0716,26.6,1.5,1.5,0.065,0.0645,0.0255,0.0252,NA,NA,NA,NA,NA,NA,NA
438,CINE,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6407,46.5,6.8,7.8,NA,NA,0.828,0.8241,NA,NA,NA,NA,NA,10.967,1
439,CINE,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6856,37.5,10.1,10.6,4.1942,40.2,11,10.4,0.9291,0.9227,1.2934,1.2861,NA,NA,NA,NA,NA,NA,NA
440,CINE,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7032,70.6,5.9,7.4,2.217,53,6.7,6.2,0.8311,0.8281,0.6143,0.6113,NA,NA,NA,NA,NA,NA,NA
441,SASU7,B,0.8536,5,TRUE,0.1359,0.0186,FALSE,NA,NA,NA,NA,NA,NA,0.0494,20.5,1.2,1.3,0.0242,13.4,0.6,1.3,0.0096,0.0089,0.0077,0.0067,NA,NA,NA,NA,NA,NA,NA
442,SASU7,B,1.0474,5,TRUE,0.178,0.0239,FALSE,3.052,4.3255333333333335,-28.78066666666667,2.8043605428966534,48.369144569663845,17.24783380374581,0.0566,20.6,1.3,1.4,0.0418,19.3,0.8,1.5,0.0129,0.0125,0.0112,0.0112,NA,NA,NA,NA,NA,NA,NA
443,ELEL5?,B,2.3547,12,FALSE,0.1929,0.0529,FALSE,NA,NA,NA,NA,NA,NA,0.0468,52.9,0.9,0.6,0.007,25.1,0.1,0.1,0.0166,0.0161,7e-4,3e-4,NA,NA,NA,NA,NA,NA,NA
444,SPFL2,B,0.9755,4,FALSE,0.1205,0.0423,FALSE,3.284,-0.7058888888888888,-15.733111111111112,1.5356005965968595,44.5598581490912,29.017869781923167,0.1601,60.9,1.5,1.6,0.0318,71.6,0.4,0.5,0.0999,0.0996,0.0134,0.0132,NA,NA,NA,NA,NA,NA,NA
445,SPFL2,B,1.9418,8,FALSE,0.2192,0.0797,FALSE,3.211,0.6251111111111112,-15.440111111111111,1.3316547095652815,45.607854280548246,34.24900911095559,0.0531,37.8,1.2,1,0.0272,64.3,0.4,0.3,0.0307,0.0304,0.0091,0.0084,NA,NA,NA,NA,NA,0.116,1
446,AMPA,B,0.7094,5,TRUE,0.0977,0.0125,FALSE,3.141,6.4201875,-14.662625000000002,3.902281949421732,41.5717972507899,10.653201841796774,0.3612,31,3.5,3.7,0.1792,27.5,1.5,2.9,0.09,0.0895,0.0443,0.0442,NA,NA,NA,NA,NA,1.224,11
447,AMPA,B,0.326,5,TRUE,0.0372,0.0053,FALSE,1.215,5.172487500000001,-14.805625000000001,2.4710781150720305,42.96355311069097,17.386562103658388,0.4674,36.5,3.8,3.6,0.2683,34.3,2.1,3.4,0.1134,0.1133,0.0677,0.0675,NA,NA,NA,NA,NA,2.815,10
448,AMPA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5381,48.9,3.7,3.2,0.2901,53,3.2,1.6,0.087,0.0869,0.0502,0.0499,NA,NA,NA,NA,NA,NA,NA
449,GUSA2,B,0.1648,10,TRUE,0.0348,0.0131,FALSE,3.18,4.26,-27.383428571428574,2.1891642863726974,54.1943372254543,24.755719597112,0.0637,45.6,0.6,0.8,0.5766,16.1,6.2,5.8,0.024,0.024,0.3141,0.314,NA,NA,NA,NA,NA,NA,NA
450,GUSA2,B,0.3469,10,TRUE,0.0719,0.0245,FALSE,3.205,2.498,-26.716428571428573,1.8553637147023225,55.40614601472533,29.86268707082847,0.1559,59.8,1.6,1.2,2.5258,39.8,9,5.7,0.0513,0.0513,1.2718,1.2704,NA,NA,NA,NA,NA,NA,NA
451,GUSA2,B,0.14579999999999999,15,TRUE,0.0213,0.007,FALSE,1.685,3.127,-27.44242857142857,2.6155505097891507,51.764661608745904,19.79111526044238,0.1266,49.7,1.5,1.2,0.695,29,2.8,5.9,0.0551,0.055,0.364,0.3635,NA,NA,NA,NA,NA,NA,NA
452,SPPO6,PJ,1.6781000000000001,5,TRUE,0.3156,0.0538,FALSE,NA,NA,NA,NA,NA,NA,0.6471,46,3.3,3.4,0.4091,9.9,5.7,6.1,0.2089,0.2088,0.1452,0.145,NA,NA,NA,NA,NA,NA,NA
453,SPPO6,PJ,1.4378,5,TRUE,0.291,0.0564,FALSE,NA,NA,NA,NA,NA,NA,0.6982,55.1,3.3,3.7,0.976,47.8,4.7,4.4,0.1998,0.1996,0.2718,0.2713,NA,NA,NA,NA,NA,15.372,19
454,SPPO6,PJ,1.7510000000000001,5,TRUE,0.3553,0.0636,FALSE,NA,NA,NA,NA,NA,NA,0.466,60.4,2.6,2.3,0.5419,20,6,4.8,0.154,0.1539,0.208,0.2079,NA,NA,NA,NA,NA,18.016,20
455,MAGR10,B,0.26,10,TRUE,0.0409,0.009,FALSE,3.113,4.3170375000000005,-31.628375,1.4241434560304318,43.192714113122314,30.32890677566639,0.1044,47.7,1.2,1.5,0.2153,33,2.1,2.5,0.035,0.0349,0.0833,0.083,NA,NA,NA,NA,NA,4.953,19
456,MAGR10,B,0.2405,10,TRUE,0.0353,0.0082,FALSE,3.018,3.4060375,-29.816375,1.625687005232746,41.91251266237183,25.781415812185394,0.1069,41.7,1.5,1.4,0.1926,57.1,1.1,2,0.0388,0.0386,0.0744,0.0742,NA,NA,NA,NA,NA,6.148,20
457,MAGR10,B,0.2826,10,TRUE,0.0451,0.0104,FALSE,3.201,4.0810375,-30.998375000000003,1.8874188326930024,39.54287963622902,20.950770942456128,0.0679,41.1,1.2,1.2,0.4631,37.7,2.5,3.9,0.022,0.0215,0.1869,0.1866,NA,NA,NA,NA,NA,NA,NA
458,LATR2,C,0.5406,10,TRUE,0.0892,0.0326,FALSE,3.253,4.8925374999999995,-26.013374999999996,2.936567295438103,49.80516443252152,16.9603347792822,1.5705,29,7,7.2,NA,NA,NA,NA,0.955,0.9512,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,LATR2,C,0.4159,5,TRUE,0.0661,0.0253,FALSE,3.242,6.8862375,-27.351374999999997,2.78915750681305,47.87657844477309,17.165247329283268,2.6684,42.4,8.3,8,NA,NA,NA,NA,1.631,1.6245,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,LATR2,C,0.3533,5,TRUE,0.0587,0.0213,FALSE,NA,NA,NA,NA,NA,NA,1.9815,34.5,7.9,7.7,NA,NA,NA,NA,1.2451,1.2407,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,LATR2,C,0.3578,5,TRUE,0.063,0.023,FALSE,NA,NA,NA,NA,NA,NA,3.3334,44.9,8.7,10.1,NA,NA,NA,NA,2.1183,2.1075,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,LATR2,C,0.4152,5,TRUE,0.0738,0.0257,FALSE,3.013,6.6385375,-25.257375000000003,2.9734347902042555,49.790941783311055,16.745261052081368,4.5758,38.7,11.1,11.9,NA,NA,NA,NA,2.9206,2.9081,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,MUAR,G,0.2842,9,FALSE,0.0189,0.0075,FALSE,2.487,2.330528571428572,-14.795714285714284,2.047293927636799,44.50206188781635,21.73701650118471,0.0057,11.6,0.5,1.1,0.0171,34.9,0.8,0.9,0.0032,0.003,0.0045,0.0045,NA,NA,NA,NA,NA,NA,NA
464,MUAR,G,0.3691,10,TRUE,0.0269,0.0102,FALSE,3.197,1.1335285714285719,-15.081714285714286,2.5683992253007477,42.877818715740034,16.694374571273762,0.0113,18.2,0.9,0.8,0.0096,34.1,0.9,0.6,0.0063,0.0061,0.0042,0.0039,NA,NA,NA,NA,NA,NA,NA
465,LIPU4,G,0.15139999999999998,5,TRUE,0.0455,0.0121,FALSE,3.087,-1.2039624999999998,-26.314375,1.310639048569787,46.6423029258997,35.58745100475782,0.0585,46.5,1,1.1,0.0253,51,0.8,1,0.0219,0.0218,0.009,0.0088,NA,NA,NA,NA,NA,NA,NA
466,LIPU4,G,0.1381,5,TRUE,0.0396,0.0101,FALSE,NA,NA,NA,NA,NA,NA,0.0754,42.7,1.2,1.2,0.0241,22.9,0.7,1.3,0.0287,0.0284,0.0091,0.009,NA,NA,NA,NA,NA,NA,NA
467,LIPU4,G,0.1844,5,TRUE,0.0474,0.0131,FALSE,3.205,-1.8539625,-27.504375000000003,1.392124958689914,45.95629049533885,33.01161308004053,0.0744,30.9,1.6,1.4,0.0436,32.7,0.8,1.3,0.0289,0.0289,0.0183,0.0177,NA,NA,NA,NA,NA,NA,NA
468,LIPU4,G,0.1986,5,TRUE,0.0587,0.0142,FALSE,3.167,-0.4189624999999999,-26.667375,1.5292610929030785,46.141104719190544,30.17215630039891,0.1089,24.4,2.1,1.8,0.0783,37.8,1.1,1.6,0.0436,0.0432,0.0327,0.0327,NA,NA,NA,NA,NA,NA,NA
469,LIPU4,G,0.1282,5,TRUE,0.0324,0.0075,FALSE,NA,NA,NA,NA,NA,NA,0.0445,30.4,1,1.3,0.0176,22.4,1.1,0.6,0.0153,0.015,0.0068,0.006,NA,NA,NA,NA,NA,NA,NA
470,PLPA2,G,0.1582,8,TRUE,0.029,0.0066,FALSE,3.091,2.907733333333333,-28.709666666666664,2.087917631084469,45.6639306849184,21.870561369415924,NA,NA,NA,NA,0.0044,20.5,0.4,0.3,NA,NA,3e-4,3e-4,NA,NA,NA,NA,NA,NA,NA
