node,a_p,area,avg.height_A,avg.height_B,avg.height_C,avg.height_F,avg.height_G,avg.height_P,max.height_A,max.height_B,max.height_C,max.height_F,max.height_G,max.height_P,p95.height_A,p95.height_B,p95.height_C,p95.height_F,p95.height_G,p95.height_P,cn,d13C,d15N,pN,pC,fr.dens,fr.diam,fr.dmc,fr.srl,ldmc,lma,sla,rdens,rdmc,sdens,sdmc,seed_mass,F_A_BM_acor,F_B_BM_acor,F_C_BM_acor,F_F_BM_acor,F_G_BM_acor,F_P_BM_acor,F_A_BM_cv,F_B_BM_cv,F_C_BM_cv,F_F_BM_cv,F_G_BM_cv,F_P_BM_cv
node 011,0,2.532532378146398,15.260306283733822,14.197893373528148,14.561270715242348,12.117330197701278,5.331389272983301,NA,42.586171506134676,40.34479405844338,35.60778782750889,33.82739843613345,23.534463200758633,NA,24.52486386619675,21.63173110521165,30.26661965338256,24.035256783568503,27.370752155312996,NA,15.613480845545238,1.5192056340451632,-0.10352964310848217,-0.6716518978963867,0.6645303403308825,-90.53640752008418,0.0023534463200758533,-0.048749959487285756,-1.5513694004195322,-0.04539992948007383,0.004796935944745577,-1.0492724878071176,0,0.009760014173843286,-3.5607787827508883e-4,-0.03186897010562046,NA,0.1013461421634953,0.055179312082530636,0.06548091299210916,0.058888201099093686,0.13766307088188037,NA,0.4592644551436308,0.8796880826737428,-0.1823407390721741,0.3388399499897414,0.9411484080269634,NA
node 012,0.26076623865309445,-0.7415725018899342,-9.165045070958085,-7.661258200273074,-5.6699922102133815,-6.835111291673504,-4.502441926530828,NA,-42.100638043366345,-27.856870026250043,-18.342792126210817,-37.19763392241759,-38.08754190634073,NA,-17.12672483369125,-12.623384492686826,-11.852265681551605,-13.645200164178817,-18.918518688348733,NA,6.275789992245541,-0.12330397329853023,-0.04599171178732636,-0.25674040992626107,0.7272962819817449,21.665527643396548,-0.03047799951994302,0.014438242966393403,-0.4073899887468927,-0.003224189898421269,0.006361733773304693,-4.652196912000587,6.438147231383746e-4,-0.0461247868378053,0.0010788183550152054,-0.06258816168966586,-0.14211171967539343,-0.07063921422265555,-0.0685602596579855,-0.0035222708131136247,-0.0890739251645088,-0.16386039016948895,NA,0.05152475422878254,0.9063508489442939,-0.45622215323459525,0.5944304286651836,0.6482141590455723,NA
node 013,0.34819807776517003,-0.21731380233816475,-1.3298475627887916,0.3859788705722023,NA,0.029734895567556888,5.537613792593928,-1.1225138503528274,1.0824675095389342,18.417152586585683,NA,-10.50028414905693,-22.32382131707354,12.695599771028037,-0.5899967042077296,1.9568711368697012,NA,0.47728564313895133,9.562006537305516,0.652390804028286,-10.46049297419915,-0.5065300864105161,0.4506695299748189,0.4539813969778975,2.602281575161587,-79.22045736444589,0.04923060937044983,-0.029265730278333152,0.5077710596744806,0.05756744882857611,0.013546075268887604,-8.49465635250397,4.333757003491858e-5,-0.014887957040594984,-3.530152477248179e-4,-0.049795101211591,0.12045005980368612,0.0587577119897315,0.06690901138844087,NA,0.0974887879250186,NA,0.011456675314258561,-0.8752119741295409,-1.3665036808590936,NA,-1.2466685718285644,NA,-0.21270185146765125
node 014,-1.1955619354799174,-1.0702875215577765,-6.439955275762271,-2.593365054402694,-2.6530560824362093,-5.028302157129542,-4.399867883189103,-3.7640606654303657,-30.518355896441683,-9.036814886798917,-4.2130726075656,-40.44549703262976,-56.22907040674881,-16.357079768844123,-7.781197756165556,0.08426145215131318,-2.52784356453936,-4.2130726075656,-7.956800318331286,-6.101539775600816,16.244359578645767,1.1159883949787368,5.24803763675122,-0.3260810068338235,-0.6099335603627355,13.894932402540865,-0.045602218014712974,-0.04835213279877997,-0.6499264874264495,-0.08991589585828061,-0.01695044657659656,15.648178298128645,NA,NA,9.194467571947997e-4,-0.11788184809907438,-0.32869877235474015,-0.19984327638489818,-0.12091188810928795,-0.0964360856813379,-0.18247269493891416,-0.41270268543769134,-0.07662571290518763,0.8037306191064645,1.7800091136813863,0.03617186239946641,1.3988408949443558,2.4382944703025897,0.364555927224357
node 015,0,-2.054129580558529,-10.947910124651521,NA,NA,NA,NA,-9.835261635148902,-8.275153697001441,NA,NA,NA,NA,-28.477833321949575,-21.603873554582435,NA,NA,NA,NA,-22.585867807063458,2.5435124130637115,0.6477081015124417,2.6038559598786724,-0.1393940841396808,-1.164596083729864,-29.15649921129282,-0.008984452585315847,-0.02470724460961859,-0.24931855924251484,0.001718489941841759,-0.002635058509955114,1.2885237583929727,6.87395976736714e-4,-0.0427947026769503,2.945982757443059e-4,-0.01001634137530639,-0.30718552688083217,0.19203781708869785,NA,NA,NA,NA,0.0867172593319756,-0.0132038755752401,NA,NA,NA,NA,-0.035396845855708105
node 016,0,0.3424824740072305,6.510304934564146,NA,NA,NA,NA,3.827659152518069,56.03443619228246,NA,NA,NA,NA,5.341168174126334,7.121557565501779,NA,NA,NA,NA,5.341168174126334,3.841813248179503,0.7436890371439736,2.3429924390500854,0.014154095661434808,3.1912589645709137,23.571109722028392,0.0488620283596703,0.057603400405666375,0.8174303551730167,-0.049049727732393536,-0.002116295269740698,0.8393645785639516,-7.12155756550178e-4,0.005138314305939192,1.7803893913754436e-4,0.1361997884402215,-0.22290498717289964,0.1695444969760003,NA,NA,NA,NA,0.0823690062575036,-1.7870529523299032,NA,NA,NA,NA,-0.5680124248580487
node 017,0,-0.3075556773924951,-10.365619909601767,0.24002086831121303,-4.775391089725612,-4.8937638657135,NA,-15.727293967223948,-14.936192103098357,9.368496030882609,-4.182783603812178,-3.2532761362983607,NA,-21.760936833692522,-17.25763185005338,3.4998215037193385,-6.065036225527661,-8.667657134566346,NA,-21.74582507200245,8.073337788823308,-0.5899471180895562,-0.3961397209433442,-0.5385831866338899,0.1674987665726748,102.30505817037825,-0.002630068609458588,0.06065392793171237,-0.09809181813795638,0.10714239038255556,0.03578327988746066,-28.77956432711948,1.500233058228011e-4,0.0476935718282348,0.0010501631407596078,-0.20180246560911808,-0.04501223082807673,0.1110322685710755,0.12058993662459638,-0.029490931904413844,0.08134724077637999,NA,0.013275589109204435,-1.2009637190855658,-1.7447644723747069,0.30368510255351183,-0.7374671834414569,NA,-0.25993066770389084
node 018,0,-0.1750515786646904,-2.235661935199686,NA,NA,NA,NA,0.8973162532532242,-1.1206887238456493,NA,NA,NA,NA,17.803893913754447,-3.5607787827508894,NA,NA,NA,NA,5.341168174126334,8.77580636849827,-0.2311980837293581,-0.3124583381863906,-0.4834647392280019,-0.8435484936336869,192.73133983433465,-0.005155168129689995,0.10590508440341383,1.0467232680718366,0.06881204997666092,0.007618662971066498,-2.254329047359587,NA,0.04648021232967541,NA,0.11145237590010282,NA,0.03842027820221052,NA,NA,NA,NA,0.09675612840461753,-0.603482990906299,NA,NA,NA,NA,-0.6956773943930525
node 020,0,-0.04788729296529406,-12.292174955916552,NA,-10.392217678177763,-9.722928963739893,NA,-13.394964799265017,-14.275344786402032,NA,-34.54719538203792,-34.54719538203792,NA,-3.4022990574794125,-17.74866008318425,NA,-26.41596524943631,-26.078919440831058,NA,-13.921073643519913,-3.244602496165245,0.03393638783313005,-0.6298222605237299,0.1253180152838247,-2.7936277560963467,-41.407713966746215,0.01537843961080582,0.001038206893556505,0.8107746959367875,0.0642467472020696,0.012933354304844564,-18.855201146645136,-2.26819937165294e-4,-0.028531206554246957,-1.13409968582647e-4,-0.12775632960835195,-0.14235147425346018,-0.025022049707799716,NA,-0.07568267683891122,-0.09445781641888044,NA,0.032335485541325766,-0.008030600879955113,NA,0.31373450081293575,0.41889259352178254,NA,-0.11453005351063632
node 021,0,-0.38719795408867186,-4.403746340351478,NA,NA,NA,NA,0.698624797175725,-41.46548278228902,NA,NA,NA,NA,-32.937203740445725,-12.907823087471973,NA,NA,NA,NA,-12.195667330921795,-4.854498733993858,1.1091456299900382,4.199938574254674,0.40218996351171277,-1.674456222588606,92.29185433711599,0.048301683997747466,0.1218188642820221,3.0061354328435694,0.005074109765420051,-0.0019752089184246523,1.1092716102964695,-0.0013352920435315834,0.025635064949167428,-8.901946956877223e-4,0.1876530418509719,NA,-0.22596159627218093,NA,NA,NA,NA,-0.09381208507429907,0.9588255857047921,NA,NA,NA,NA,0.4009330959100109
node 022,0,-0.3880945050677484,0.3823789925761362,NA,NA,NA,NA,8.665155167824288,16.81033085768474,NA,NA,NA,NA,-0.8901946956877224,7.299596504639326,NA,NA,NA,NA,2.0029380652973754,-3.918993128295629,0.040344794058442913,7.371613255520461,0.4102017157729024,0.8171987306413284,-33.96874763299593,0.0878619959494989,0.03821548548313663,2.4940927549184924,0.013174881496178273,0.0023984679723727887,-4.11706144808615,-2.6705840870631665e-4,-0.00560697557109664,0,0.12329196535274956,-0.07654303983865787,0.022123845818174396,NA,NA,NA,NA,-0.04892653500601351,-0.06361898840455679,NA,NA,NA,NA,0.24297120000137534
