kartez,F_A_BM_acor,F_A_BM_cv,F_B_BM_acor,F_B_BM_cv,F_C_BM_acor,F_C_BM_cv,F_F_BM_acor,F_F_BM_cv,F_G_BM_acor,F_G_BM_cv,F_P_BM_acor,F_P_BM_cv
SPORO,0.12290103784095482,2.4128319758781696,0.17968786400250367,2.351896825106296,0.05759745060523368,2.831763186694728,0.16636011705470347,2.2961528796774835,0.3003077830013076,1.4580207617872374,-0.013684639687969508,2.7795377067946125
SPPO6,0.06192001635176878,2.880221423757894,-0.07604754375872601,3.4428113995934386,0.04968567434197008,2.6173269081682213,0.05901881851944922,2.89785641872344,0.1493917800638335,2.8514129407566595,0.06899168606804772,2.8372361235293755
STEM,0.5326761052567505,1.5458283310257022,NA,NA,0.5292703592703593,1.5401387285327592,0.5326761052567505,1.5458283310257022,0.6348484848484849,1.716516405813988,NA,NA
STPA4,0.04669401206955459,1.7735832098255224,0.04669401206955459,1.7735832098255224,NA,NA,0.04669401206955459,1.7735832098255224,NA,NA,NA,NA
TEAR4,-0.07619047619047621,3.872983346207417,NA,NA,NA,NA,NA,NA,NA,NA,-0.07619047619047621,3.872983346207417
TECO,-0.009559370183811805,3.1591218041880147,-0.009559370183811805,3.1591218041880147,NA,NA,-0.009559370183811805,3.1591218041880147,NA,NA,NA,NA
THAC,0.14903559662520469,2.549584232781661,NA,NA,0.1651231732548962,2.455055724679821,0.14903559662520469,2.549584232781661,-0.0761904761904762,3.872983346207417,NA,NA
THME,-0.0761904761904762,3.872983346207417,-0.07619047619047618,3.872983346207417,-0.07619047619047621,3.872983346207417,-0.0761904761904762,3.872983346207417,NA,NA,NA,NA
THWR,-0.012028923904485378,3.622526781064257,NA,NA,NA,NA,NA,NA,NA,NA,-0.012028923904485378,3.622526781064257
TICA3,-0.08713039778770468,3.62168875861603,NA,NA,-0.08713039778770468,3.62168875861603,-0.08713039778770468,3.62168875861603,NA,NA,NA,NA
TILA2,-0.08096370889298157,3.6474088174244375,NA,NA,-0.0761904761904762,3.872983346207417,-0.08096370889298157,3.6474088174244375,-0.08156036298079475,3.619212001326565,NA,NA
TOAN,-0.07619047619047618,3.872983346207417,NA,NA,-0.07619047619047618,3.872983346207417,-0.07619047619047618,3.872983346207417,-0.07619047619047617,3.872983346207417,NA,NA
TRRA,-0.0768158877032942,3.3169894964722606,-0.07686800532936237,3.2706566756609976,NA,NA,-0.07686800532936237,3.2706566756609976,NA,NA,-0.07619047619047621,3.8729833462074175
TRRA5,-0.07619047619047624,3.872983346207417,NA,NA,NA,NA,NA,NA,NA,NA,-0.07619047619047624,3.872983346207417
VINE,-0.012611060982969678,3.3453893077730905,NA,NA,NA,NA,NA,NA,NA,NA,-0.012611060982969678,3.3453893077730905
YUBA,0.21851696690969563,1.8147664717009413,NA,NA,NA,NA,NA,NA,NA,NA,0.21851696690969563,1.8147664717009413
ZIGR,-0.059997613452166004,2.8458863966869417,-0.10360708599805826,3.0006415368903063,NA,NA,-0.10360708599805826,3.0006415368903063,NA,NA,0.2452686943690798,1.7626004152633876
